file_path,filename,category,true_label,true_malware_type,true_obfuscation,pred_label,pred_malware_type,pred_subtype,pred_obfuscation,pred_confidence,pred_risk_level,indicators,reason,parse_error,latency_ms,total_tokens,prompt_tokens,completion_tokens,correct
data\samples\benign\wordpress_cache.php,wordpress_cache.php,benign,benign,none,none,benign,none,WordPress对象缓存API,none,0.99,none,,代码是 WordPress 核心缓存函数库，定义常规缓存操作函数，无危险函数或用户输入执行,,2330,4935,4721,214,1
data\samples\benign\wordpress_canonical.php,wordpress_canonical.php,benign,benign,none,none,benign,none,WordPress核心重定向功能,none,0.98,none,,这是WordPress核心的 canonical.php 文件，包含 redirect_canonical 等函数，用于处理URL重定向和404猜测。使用 $wpdb->prepare 和 esc_sql 防注入，无危险函数直接执行用户输入。属于正常框架代码。,,3330,12681,12429,252,1
data\samples\benign\wordpress_capabilities.php,wordpress_capabilities.php,benign,benign,none,none,benign,none,WordPress核心权限功能代码,none,0.98,none,,这是 WordPress 核心的 capabilities.php 文件，定义了角色和权限相关的函数，无任何恶意行为，属于正常框架代码,,2094,14529,14422,107,1
data\samples\benign\wordpress_category.php,wordpress_category.php,benign,benign,none,none,benign,none,WordPress分类函数库,none,0.99,none,,WordPress 核心分类 API 代码，包含标准的分类查询、缓存和兼容性处理，无危险函数或用户输入直达执行路径,,1989,4861,4708,153,1
data\samples\benign\wordpress_class-IXR.php,wordpress_class-IXR.php,benign,benign,none,none,benign,none,WordPress XML-RPC 库加载,none,0.98,none,,WordPress 核心库 IXR 的加载文件，仅包含 require_once 加载相关类文件，无危险函数调用，属于正常框架代码,,1780,2148,2006,142,1
data\samples\benign\wordpress_class-avif-info.php,wordpress_class-avif-info.php,benign,benign,none,none,benign,none,AVIF 图像解析库,none,0.99,none,,代码为 WordPress 中使用的 AVIF 图像元数据解析器，仅做文件格式解析和宽高、位深等属性提取，无命令执行、文件操作或外部输入利用点,,1672,9740,9631,109,1
data\samples\benign\wordpress_class-feed.php,wordpress_class-feed.php,benign,benign,none,none,benign,none,WordPress 框架文件,none,0.98,none,,该文件是 WordPress 的 feed.php，仅包含废弃提示和加载类文件，无危险函数或用户输入，属于正常框架代码,,1564,1560,1430,130,1
data\samples\benign\wordpress_class-http.php,wordpress_class-http.php,benign,benign,none,none,benign,none,WordPress废弃文件,none,0.99,none,,WordPress 核心废弃文件，仅包含 _deprecated_file 和 require_once 引入新文件，无任何危险函数或恶意行为,,1289,1482,1363,119,1
data\samples\benign\wordpress_class-json.php,wordpress_class-json.php,benign,benign,none,none,benign,none,WordPress 兼容 JSON 类库,none,0.98,none,,这是 WordPress 引入的 Services_JSON 类库，用于兼容旧环境的 JSON 编解码，代码结构完整，无危险函数调用或外部输入执行,,2302,11706,11531,175,1
data\samples\benign\wordpress_class-oembed.php,wordpress_class-oembed.php,benign,benign,none,none,benign,none,WordPress框架弃用文件,none,0.98,none,,WordPress 官方弃用文件，仅包含弃用提示和引入新类文件，无危险函数或用户输入,,1322,1480,1373,107,1
data\samples\benign\wordpress_class-phpass.php,wordpress_class-phpass.php,benign,benign,none,none,benign,none,密码哈希框架（phpass）,none,0.99,none,,这是知名的 phpass 密码哈希框架，用于安全地生成和验证密码哈希，包含正常的加密和随机数读取操作，无任何命令执行、文件上传、后门或注入行为,,2512,3769,3544,225,1
data\samples\benign\wordpress_class-phpmailer.php,wordpress_class-phpmailer.php,benign,benign,none,none,benign,none,WordPress PHPMailer兼容代码,none,0.95,none,,这是 WordPress 中 PHPMailer 类迁移的兼容代码，包含废弃提示和类别名设置，无危险函数调用或恶意行为,,2324,1699,1478,221,1
data\samples\benign\wordpress_class-pop3.php,wordpress_class-pop3.php,benign,benign,none,none,benign,none,POP3邮件客户端类,none,0.98,none,,这是SquirrelMail的POP3类库，用于连接邮件服务器收取邮件，fsockopen是网络通信正常用法，无命令执行、文件操作或反向连接等恶意行为,,2555,6865,6717,148,1
data\samples\benign\wordpress_class-requests.php,wordpress_class-requests.php,benign,benign,none,none,benign,none,WordPress Requests 库兼容层,none,0.98,none,,代码为 WordPress 官方 Requests HTTP 库的 PSR-0 兼容类，包含类定义、require_once 和 deprecation 提示，无任何危险函数或用户输入处理,,3772,2340,1921,419,1
data\samples\benign\wordpress_class-simplepie.php,wordpress_class-simplepie.php,benign,benign,none,none,benign,none,框架库加载代码,none,0.98,none,,WordPress 核心库 SimplePie 的加载代码，仅包含类检查、require 加载和弃用函数声明，无任何危险函数或用户输入执行,,1814,1542,1405,137,1
data\samples\benign\wordpress_class-smtp.php,wordpress_class-smtp.php,benign,benign,none,none,benign,none,WordPress兼容层代码,none,0.95,none,,该代码是WordPress旧版SMTP类的兼容层，仅调用_deprecated_file、require_once和class_alias，无任何危险函数或用户输入处理,,2479,1603,1406,197,1
data\samples\benign\wordpress_class-snoopy.php,wordpress_class-snoopy.php,benign,benign,none,none,benign,none,WordPress 弃用的 Snoopy HTTP 客户端库,none,0.95,low,fsockopen; exec,Snoopy 是知名的 HTTP 客户端类，exec 调用 curl 时使用 escapeshellarg 转义，fsockopen 用于 HTTP 连接，无恶意行为，属于正常功能库,,5816,13322,12770,552,1
data\samples\benign\wordpress_class-walker-category-dropdown.php,wordpress_class-walker-category-dropdown.php,benign,benign,none,none,benign,none,WordPress核心模板类,none,0.99,none,,这是WordPress核心中用于渲染分类下拉菜单的 Walker 类，仅包含正常的HTML输出逻辑，无任何危险函数或用户输入执行,,1969,2148,1997,151,1
data\samples\benign\wordpress_class-walker-category.php,wordpress_class-walker-category.php,benign,benign,none,none,benign,none,WordPress核心分类遍历类,none,0.98,none,,该代码为 WordPress 核心代码中的 Walker_Category 类，用于生成分类列表的 HTML。代码结构清晰，无任何危险函数调用（如 eval、system、exec 等），也无文件操作或网络请求，属于正常业务逻辑。,,3413,4089,3814,275,1
data\samples\benign\wordpress_class-walker-comment.php,wordpress_class-walker-comment.php,benign,benign,none,none,benign,none,WordPress核心评论遍历器,none,0.99,none,,这是 WordPress 核心的 Walker_Comment 类，用于生成评论列表，无危险函数调用、无外部输入直接执行，属于正常框架代码,,1995,5837,5666,171,1
data\samples\benign\wordpress_class-walker-nav-menu.php,wordpress_class-walker-nav-menu.php,benign,benign,none,none,benign,none,WordPress核心代码,none,0.99,none,,WordPress 导航菜单 Walker 类，无危险函数，纯业务逻辑,,1591,5108,4994,114,1
data\samples\benign\wordpress_class-walker-page-dropdown.php,wordpress_class-walker-page-dropdown.php,benign,benign,none,none,benign,none,WordPress核心Walker类,none,0.98,none,,WordPress 核心 Walker_PageDropdown 类，用于生成页面下拉列表，无危险函数调用，输入经过 esc_attr/esc_html 转义，属于正常框架代码,,2091,2257,2065,192,1
data\samples\benign\wordpress_class-walker-page.php,wordpress_class-walker-page.php,benign,benign,none,none,benign,none,WordPress核心类,none,0.99,none,,WordPress核心Walker_Page类，用于生成页面列表HTML，无危险函数调用，属正常框架代码,,1405,3792,3676,116,1
data\samples\benign\wordpress_class-wp-admin-bar.php,wordpress_class-wp-admin-bar.php,benign,benign,none,none,benign,none,WordPress 核心管理工具栏类,none,0.97,none,,代码为 WordPress 核心的 WP_Admin_Bar 类实现，用于渲染管理工具栏，包含正常的节点管理、渲染和菜单注册逻辑，无危险函数调用或无输入直达危险函数的路径,,3223,7362,7082,280,1
data\samples\benign\wordpress_class-wp-ajax-response.php,wordpress_class-wp-ajax-response.php,benign,benign,none,none,benign,none,WordPress Ajax响应类,none,0.98,none,,这是 WordPress 核心的 WP_Ajax_Response 类，用于生成 Ajax 响应，虽使用 $_POST['action'] 但仅用于构造 XML 属性，无命令执行或文件操作，属于正常框架代码,,1988,3043,2875,168,1
data\samples\benign\wordpress_class-wp-application-passwords.php,wordpress_class-wp-application-passwords.php,benign,benign,none,none,benign,none,WordPress应用密码管理类,none,0.99,none,,代码为 WordPress 核心类 WP_Application_Passwords，实现应用密码的创建、更新、删除、验证等正常业务功能，无危险函数调用，输入经过 sanitize 处理，属于正常框架代码,,3139,6231,5940,291,1
data\samples\benign\wordpress_class-wp-block-bindings-registry.php,wordpress_class-wp-block-bindings-registry.php,benign,benign,none,none,benign,none,WordPress核心类代码,none,0.98,none,,代码为 WordPress 框架的 WP_Block_Bindings_Registry 类，负责注册和管理 block bindings 源，没有危险函数调用、用户输入执行或混淆特征，属于正常业务逻辑,,2372,3779,3535,244,1
data\samples\benign\wordpress_class-wp-block-bindings-source.php,wordpress_class-wp-block-bindings-source.php,benign,benign,none,none,benign,none,WordPress核心类代码,none,0.95,none,,WordPress 6.5+ 的 Block Bindings 核心类，包含合法的回调机制和过滤器，无用户输入直达危险函数，属于正常框架业务代码,,2477,2339,2110,229,1
data\samples\benign\wordpress_class-wp-block-editor-context.php,wordpress_class-wp-block-editor-context.php,benign,benign,none,none,benign,none,WordPress核心类定义,none,0.98,none,,该代码是 WordPress 5.8+ 核心库中的 WP_Block_Editor_Context 类，仅包含属性定义和构造函数，无危险函数调用或恶意行为,,1504,1777,1661,116,1
data\samples\benign\wordpress_class-wp-block-list.php,wordpress_class-wp-block-list.php,benign,benign,none,none,benign,none,WordPress框架类,none,0.95,none,,WP_Block_List 是 WordPress 标准类，实现迭代器/数组访问接口，无任何危险函数或输入执行,,1576,2764,2652,112,1
data\samples\benign\wordpress_class-wp-block-metadata-registry.php,wordpress_class-wp-block-metadata-registry.php,benign,benign,none,none,benign,none,WordPress核心类定义,none,0.98,none,,代码为WordPress核心的WP_Block_Metadata_Registry类实现，用于管理块元数据集合，无危险函数调用（如eval/system/exec）且输入受控，require加载的是开发者指定的manifest文件，属正常业务逻辑,,2780,4615,4383,232,1
data\samples\benign\wordpress_class-wp-block-parser-block.php,wordpress_class-wp-block-parser-block.php,benign,benign,none,none,benign,none,WordPress核心类,none,0.99,none,,WordPress 官方核心代码块解析类，仅包含属性定义和构造函数，无任何危险函数,,1664,2127,1984,143,1
data\samples\benign\wordpress_class-wp-block-parser-frame.php,wordpress_class-wp-block-parser-frame.php,benign,benign,none,none,benign,none,WordPress框架类,none,0.99,none,,WordPress 块解析器框架代码，仅定义类和构造函数，无危险函数或外部输入执行,,2726,1940,1778,162,1
data\samples\benign\wordpress_class-wp-block-parser.php,wordpress_class-wp-block-parser.php,benign,benign,none,none,benign,none,WordPress核心解析器类,none,0.97,none,,这是 WordPress 核心的 WP_Block_Parser 类，用于解析 Gutenberg 块注释，无任何危险函数或用户输入直接执行，属于正常框架代码,,1594,4760,4626,134,1
data\samples\benign\wordpress_class-wp-block-pattern-categories-registry.php,wordpress_class-wp-block-pattern-categories-registry.php,benign,benign,none,none,benign,none,WordPress核心功能类,none,0.99,none,,代码是 WordPress 核心的块模式分类注册类，仅包含数据注册与检索方法，无任何危险函数或用户输入执行。,,3565,2851,2416,435,1
data\samples\benign\wordpress_class-wp-block-patterns-registry.php,wordpress_class-wp-block-patterns-registry.php,benign,benign,none,none,benign,none,WordPress核心块模式注册类,none,0.98,none,include,代码为 WordPress 核心文件中的 WP_Block_Patterns_Registry 类，用于注册和管理块模式。虽然包含 include 操作，但文件路径来自管理员配置验证后使用，无用户输入直达，无危险函数调用,,4132,4241,3875,366,1
data\samples\benign\wordpress_class-wp-block-styles-registry.php,wordpress_class-wp-block-styles-registry.php,benign,benign,none,none,benign,none,WordPress核心类,none,0.99,none,,WordPress 核心的块样式注册类，包含 register/unregister/get 等方法，无危险函数或用户输入执行,,1673,3164,3032,132,1
data\samples\benign\wordpress_class-wp-block-supports.php,wordpress_class-wp-block-supports.php,benign,benign,none,none,benign,none,WordPress块支持类,none,0.98,none,,这是WordPress核心框架的类文件，用于块支持属性的处理，无危险函数调用，无外部输入直接执行，代码结构正常,,1971,3582,3417,165,1
data\samples\benign\wordpress_class-wp-block-template.php,wordpress_class-wp-block-template.php,benign,benign,none,none,benign,none,WordPress 类定义,none,0.98,none,,这是 WordPress 核心的 WP_Block_Template 类定义，仅包含属性和文档注释，无执行逻辑或危险函数,,1355,2150,2020,130,1
data\samples\benign\wordpress_class-wp-block-templates-registry.php,wordpress_class-wp-block-templates-registry.php,benign,benign,none,none,benign,none,WordPress核心模板注册类,none,0.98,none,,这是 WordPress 核心的 WP_Block_Templates_Registry 类，用于注册和管理块模板，无任何危险函数或恶意行为,,2565,3604,3306,298,1
data\samples\benign\wordpress_class-wp-block-type-registry.php,wordpress_class-wp-block-type-registry.php,benign,benign,none,none,benign,none,WordPress核心类,none,0.95,none,,这是 WordPress 核心的 WP_Block_Type_Registry 类，用于注册管理 block type，代码具体、逻辑清晰，无危险函数调用或恶意行为,,2374,3063,2827,236,1
data\samples\benign\wordpress_class-wp-block-type.php,wordpress_class-wp-block-type.php,benign,benign,none,none,benign,none,WordPress核心框架类,none,0.98,none,,这是WordPress的WP_Block_Type类定义，属于正常框架代码，无危险函数调用或攻击载荷,,1433,6180,6054,126,1
data\samples\benign\wordpress_class-wp-block.php,wordpress_class-wp-block.php,benign,benign,none,none,benign,none,WordPress核心类,none,0.97,none,,这是 WordPress 核心 WP_Block 类的正常实现代码，用于块渲染和上下文管理，未发现危险函数调用或恶意模式,,2741,9120,8910,210,1
data\samples\benign\wordpress_class-wp-classic-to-block-menu-converter.php,wordpress_class-wp-classic-to-block-menu-converter.php,benign,benign,none,none,benign,none,WordPress菜单转换类,none,0.98,none,,这是WordPress核心代码，用于将经典菜单转换为块，无任何危险函数调用或可疑模式,,1890,2541,2406,135,1
data\samples\benign\wordpress_class-wp-comment-query.php,wordpress_class-wp-comment-query.php,benign,benign,none,none,benign,none,WordPress核心评论查询类框架代码,none,0.98,none,,代码为 WordPress 核心类 WP_Comment_Query，用于注释查询，使用了预处理语句（prepare）、缓存和过滤钩子等安全机制，无危险函数，用户输入经过充分清理，属于正常框架代码。,,4689,15293,14873,420,1
data\samples\benign\wordpress_class-wp-comment.php,wordpress_class-wp-comment.php,benign,benign,none,none,benign,none,WordPress评论类,none,0.98,none,,这是 WordPress 核心框架中 WP_Comment 类的正常实现，无危险函数调用或恶意逻辑,,1547,6154,6029,125,1
data\samples\benign\wordpress_class-wp-connector-registry.php,wordpress_class-wp-connector-registry.php,benign,benign,none,none,benign,none,WordPress连接器注册表类,none,0.98,none,,代码为WordPress核心框架的类定义，仅用于连接器注册管理，无危险函数调用，无外部输入执行,,3627,5785,5430,355,1
data\samples\benign\wordpress_class-wp-customize-control.php,wordpress_class-wp-customize-control.php,benign,benign,none,none,benign,none,WordPress核心定制器控制类,none,0.98,none,,这是 WordPress 核心文件 WP_Customize_Control 类的完整实现，属于框架正常代码。虽然包含 ob_start、echo、call_user_func 等函数，但没有危险函数（如 eval/system/exec）也未将用户输入直接执行，且控制逻辑遵循 WordPress API 规范。,,3279,9020,8710,310,1
data\samples\benign\wordpress_class-wp-customize-panel.php,wordpress_class-wp-customize-panel.php,benign,benign,none,none,benign,none,WordPress核心类,none,0.98,none,,这是 WordPress 核心的 WP_Customize_Panel 类，用于自定义器面板管理，包含正常回调与模板渲染，无危险函数或用户输入直达执行路径,,2469,4578,4369,209,1
data\samples\benign\wordpress_class-wp-customize-section.php,wordpress_class-wp-customize-section.php,benign,benign,none,none,benign,none,WordPress核心类定义,none,0.98,none,,这是WordPress中WP_Customize_Section类的正常实现，不包含eval、assert、system等危险函数，也没有文件操作或命令执行，属于框架标准代码,,1811,4558,4388,170,1
data\samples\benign\wordpress_class-wp-customize-setting.php,wordpress_class-wp-customize-setting.php,benign,benign,none,none,benign,none,WordPress核心类文件,none,0.98,none,,这是 WordPress 核心的 WP_Customize_Setting 类，用于自定义设置管理，无危险函数调用或恶意载荷,,1680,10173,10030,143,1
data\samples\benign\wordpress_class-wp-date-query.php,wordpress_class-wp-date-query.php,benign,benign,none,none,benign,none,WordPress日期查询类,none,0.97,none,,这是WordPress核心的WP_Date_Query类，用于构建日期查询SQL，整个类结构完整、注释规范，使用$wpdb->prepare和esc_sql等安全函数处理输入，无危险函数调用，属于正常框架代码,,2339,12273,12105,168,1
data\samples\benign\wordpress_class-wp-dependencies.php,wordpress_class-wp-dependencies.php,benign,benign,none,none,benign,none,WordPress依赖管理基类,none,0.98,none,,这是 WordPress 核心的 WP_Dependencies 类，用于管理脚本和样式依赖，无危险函数调用，输入输出均在框架内受控,,1883,6463,6321,142,1
data\samples\benign\wordpress_class-wp-dependency.php,wordpress_class-wp-dependency.php,benign,benign,none,none,benign,none,WordPress核心类定义,none,0.98,none,,这是 WordPress 核心依赖管理类 _WP_Dependency，仅包含属性定义和常规方法，无危险函数或输入执行逻辑,,1994,2269,2087,182,1
data\samples\benign\wordpress_class-wp-duotone.php,wordpress_class-wp-duotone.php,benign,benign,none,none,benign,none,WordPress核心类,none,0.99,none,,这是 WordPress 6.3 核心中 WP_Duotone 类，用于处理 duotone 滤镜的 SVG 生成、CSS 样式输出和块支持。代码结构完整、注释规范，无危险函数调用，无用户输入直接进入执行路径，属于正常框架代码。,,3860,15284,14973,311,1
data\samples\benign\wordpress_class-wp-embed.php,wordpress_class-wp-embed.php,benign,benign,none,none,benign,none,WordPress核心Embed类,none,0.98,none,,这是WordPress框架的WP_Embed类，用于处理内容中的嵌入媒体，所有函数均为正常业务逻辑，无危险函数调用，虽然使用call_user_func但回调来自注册的handler，输入不受用户直接控制,,2407,6277,6097,180,1
data\samples\benign\wordpress_class-wp-error.php,wordpress_class-wp-error.php,benign,benign,none,none,benign,none,WordPress核心错误处理类,none,0.99,none,,这是 WordPress 的 WP_Error 类，用于错误管理和消息存储，无危险函数调用、无外部输入执行、无网络连接,,1864,3665,3543,122,1
data\samples\benign\wordpress_class-wp-exception.php,wordpress_class-wp-exception.php,benign,benign,none,none,benign,none,WordPress 核心类定义,none,0.98,none,,合法框架代码，定义 WP_Exception 类继承 PHP 内置 Exception，无任何敏感函数或输入处理,,1916,1458,1321,137,1
data\samples\benign\wordpress_class-wp-fatal-error-handler.php,wordpress_class-wp-fatal-error-handler.php,benign,benign,none,none,benign,none,WordPress核心错误处理类,none,0.98,none,,代码为 WordPress 核心的 WP_Fatal_Error_Handler 类，用于处理 PHP 致命错误，包含正常的错误检测和显示逻辑，无危险函数调用或用户输入执行,,2428,3673,3497,176,1
data\samples\benign\wordpress_class-wp-feed-cache-transient.php,wordpress_class-wp-feed-cache-transient.php,benign,benign,none,none,benign,none,WordPress 核心缓存类,none,0.98,none,,WordPress 官方缓存实现，仅使用 WordPress 自身 API 进行 transient 读写，无任何危险函数或可疑逻辑,,1941,2400,2266,134,1
data\samples\benign\wordpress_class-wp-feed-cache.php,wordpress_class-wp-feed-cache.php,benign,benign,none,none,benign,none,WordPress核心缓存类,none,0.98,none,,正常WordPress框架代码，定义缓存类方法，无危险函数或可疑模式,,1516,1646,1539,107,1
data\samples\benign\wordpress_class-wp-filter-sentinel.php,wordpress_class-wp-filter-sentinel.php,benign,benign,none,none,benign,none,WordPress框架标记类,none,0.99,none,,代码定义了一个空的final类 WP_Filter_Sentinel，仅作为标记对象使用，无任何危险函数、用户输入或执行逻辑，是正常的框架代码,,6207,1737,1431,306,1
data\samples\benign\wordpress_class-wp-hook.php,wordpress_class-wp-hook.php,benign,benign,none,none,benign,none,WordPress核心类WP_Hook,none,0.99,none,,这是 WordPress 核心类 WP_Hook 的完整实现，用于管理过滤器与动作回调，属于正常框架代码，无危险函数调用，无外部输入直连执行路径,,2566,6414,6185,229,1
data\samples\benign\wordpress_class-wp-http-cookie.php,wordpress_class-wp-http-cookie.php,benign,benign,none,none,benign,none,WordPress核心Cookie类,none,0.98,none,,这是 WordPress 框架中处理 Cookie 的合法类定义，无危险函数调用，无外部输入直接执行代码,,1387,3631,3511,120,1
data\samples\benign\wordpress_class-wp-http-curl.php,wordpress_class-wp-http-curl.php,benign,benign,none,none,benign,none,WordPress HTTP 请求库,none,0.98,none,,这是 WordPress 核心 HTTP API 中的 WP_Http_Curl 类，用于通过 cURL 发起 HTTP 请求，属于正常框架代码，无恶意行为,,2365,5706,5459,247,1
data\samples\benign\wordpress_class-wp-http-encoding.php,wordpress_class-wp-http-encoding.php,benign,benign,none,none,benign,none,WordPress压缩处理类,none,0.99,none,,这是 WordPress 核心的 WP_Http_Encoding 类，提供 HTTP 压缩/解压功能，所有 gz* 函数均为合法的数据处理，无用户输入或命令执行,,1693,3414,3285,129,1
data\samples\benign\wordpress_class-wp-http-ixr-client.php,wordpress_class-wp-http-ixr-client.php,benign,benign,none,none,benign,none,WordPress核心XML-RPC客户端类,none,0.98,none,,这是 WordPress 核心中的 WP_HTTP_IXR_Client 类，用于 XML-RPC 通信，所有输入均经过封装处理，不包含任何命令执行、文件操作或后门连接等危险行为,,1732,2583,2426,157,1
data\samples\benign\wordpress_class-wp-http-proxy.php,wordpress_class-wp-http-proxy.php,benign,benign,none,none,benign,none,WordPress HTTP代理类,none,0.98,none,,WordPress 核心代码，base64_encode 仅用于生成 HTTP 认证头，无危险函数或用户输入执行,,1701,3118,2992,126,1
data\samples\benign\wordpress_class-wp-http-requests-hooks.php,wordpress_class-wp-http-requests-hooks.php,benign,benign,none,none,benign,none,WordPress核心代码,none,0.95,none,,这是 WordPress 核心的 HTTP 请求钩子桥接类，用于连接 Requests 库的内部钩子与 WordPress 动作，无危险函数或用户输入执行,,2471,2010,1815,195,1
data\samples\benign\wordpress_class-wp-http-requests-response.php,wordpress_class-wp-http-requests-response.php,benign,benign,none,none,benign,none,WordPress HTTP API 核心类,none,0.98,none,,这是 WordPress 框架中 WP_HTTP_Requests_Response 类的标准实现，用于封装 HTTP 响应对象，无危险函数调用，无外部输入直通执行,,1628,2711,2567,144,1
data\samples\benign\wordpress_class-wp-http-response.php,wordpress_class-wp-http-response.php,benign,benign,none,none,benign,none,WordPress HTTP响应类,none,0.98,none,,这是 WordPress 标准框架代码，用于管理 HTTP 响应对象，无危险函数或恶意行为,,1349,2276,2164,112,1
data\samples\benign\wordpress_class-wp-http-streams.php,wordpress_class-wp-http-streams.php,benign,benign,none,none,benign,none,WordPress核心HTTP传输类,none,0.98,none,,代码为 WordPress 核心 WP_Http_Streams 类，用于处理 HTTP 请求，包含网络通信函数但属于正常框架功能，无恶意执行或连接行为,,3050,6705,6461,244,1
data\samples\benign\wordpress_class-wp-http.php,wordpress_class-wp-http.php,benign,benign,none,none,benign,none,WordPress HTTP API类,none,0.98,none,,这是 WordPress 核心的 WP_Http 类代码，用于管理 HTTP 请求传输，无任何危险函数执行或用户输入直达命令执行路径，属于正常框架代码,,2729,13330,13144,186,1
data\samples\benign\wordpress_class-wp-icon-collections-registry.php,wordpress_class-wp-icon-collections-registry.php,benign,benign,none,none,benign,none,WordPress 图标集合注册表类,none,0.98,none,,代码为 WordPress 框架的图标集合注册表类，包含正常的注册/注销/查询方法，无危险函数调用，输入经过严格校验,,2429,3154,2913,241,1
data\samples\benign\wordpress_class-wp-icons-registry.php,wordpress_class-wp-icons-registry.php,benign,benign,none,none,benign,none,WordPress图标注册类,none,0.98,none,,这是 WordPress 框架的图标注册类，包含常规的数据校验、注册、查询和文件读取功能，没有 eval/system/命令执行等危险调用，属于正常业务逻辑,,1734,4439,4316,123,1
data\samples\benign\wordpress_class-wp-image-editor-gd.php,wordpress_class-wp-image-editor-gd.php,benign,benign,none,none,benign,none,WordPress图像处理类,none,0.95,none,,这是 WordPress 框架的核心图像处理类（WP_Image_Editor_GD），实现 GD 库的图像加载、缩放、裁剪、旋转等正常功能，未发现任何恶意载荷或代码执行路径。所有函数均为安全操作，无危险函数。,,4125,8307,7958,349,1
data\samples\benign\wordpress_class-wp-image-editor-imagick.php,wordpress_class-wp-image-editor-imagick.php,benign,benign,none,none,benign,none,WordPress图像处理类,none,0.99,none,,这是 WordPress 核心库中的 WP_Image_Editor_Imagick 类，用于图像处理，不存在恶意代码特征，所有操作均为正常图片编辑功能,,2116,12778,12617,161,1
data\samples\benign\wordpress_class-wp-image-editor.php,wordpress_class-wp-image-editor.php,benign,benign,none,none,benign,none,WordPress图片编辑器核心类,none,0.99,none,,这是 WordPress 框架中 WP_Image_Editor 抽象类的完整源码，用于图片处理，包含正常的方法定义和回调调用，无任何危险函数或恶意逻辑,,2392,6708,6538,170,1
data\samples\benign\wordpress_class-wp-list-util.php,wordpress_class-wp-list-util.php,benign,benign,none,none,benign,none,WordPress框架工具类,none,0.99,none,,这是 WordPress 核心框架中的 WP_List_Util 类，用于数组操作、排序和过滤，无危险函数调用，属于正常业务代码,,1684,3720,3568,152,1
data\samples\benign\wordpress_class-wp-locale-switcher.php,wordpress_class-wp-locale-switcher.php,benign,benign,none,none,benign,none,WordPress核心locale切换类,none,0.98,none,,WordPress核心API类代码，仅处理语言切换与翻译加载，无任何危险函数或不可控输入,,1487,3427,3298,129,1
data\samples\benign\wordpress_class-wp-locale.php,wordpress_class-wp-locale.php,benign,benign,none,none,benign,none,WordPress 语言区域类,none,0.98,none,,WordPress 核心的 WP_Locale 类代码，用于日期、月份等本地化翻译，无任何危险函数调用或可疑逻辑,,1417,6437,6307,130,1
data\samples\benign\wordpress_class-wp-matchesmapregex.php,wordpress_class-wp-matchesmapregex.php,benign,benign,none,none,benign,none,WordPress核心类,none,0.98,none,preg_replace_callback,这是 WordPress 的 WP_MatchesMapRegex 类，用于安全替换查询字符串中的 $matches[] 占位符，使用 preg_replace_callback 而非 eval，无危险函数调用,,2214,2013,1780,233,1
data\samples\benign\wordpress_class-wp-meta-query.php,wordpress_class-wp-meta-query.php,benign,benign,none,none,benign,none,WordPress核心类,none,0.98,none,,这是 WordPress 的 WP_Meta_Query 类，用于构建元数据查询，属于正常框架代码，无危险函数或恶意行为,,1740,10333,10165,168,1
data\samples\benign\wordpress_class-wp-metadata-lazyloader.php,wordpress_class-wp-metadata-lazyloader.php,benign,benign,none,none,benign,none,WordPress元数据懒加载类,none,0.98,none,,代码是WordPress核心的元数据懒加载类，包含正常的队列和缓存处理，无危险函数或用户输入执行,,1531,3406,3280,126,1
data\samples\benign\wordpress_class-wp-navigation-fallback.php,wordpress_class-wp-navigation-fallback.php,benign,benign,none,none,benign,none,WordPress导航回退类,none,0.98,none,,这是 WordPress 核心类的正常框架代码，用于管理导航菜单回退逻辑，无危险函数或网络交互,,1489,3998,3880,118,1
data\samples\benign\wordpress_class-wp-network-query.php,wordpress_class-wp-network-query.php,benign,benign,none,none,benign,none,WordPress核心类代码,none,0.98,none,,这是 WordPress 核心的 WP_Network_Query 类，仅包含正常的数据库查询逻辑，使用预处理语句和转义函数，未发现危险函数调用或恶意载荷,,3821,7595,7284,311,1
data\samples\benign\wordpress_class-wp-network.php,wordpress_class-wp-network.php,benign,benign,none,none,benign,none,WordPress核心网络类,none,0.98,none,,这是 WordPress 核心的 WP_Network 类，用于管理多站点网络，数据库查询均使用 prepare 预编译且无危险函数调用,,2188,5145,4986,159,1
data\samples\benign\wordpress_class-wp-object-cache.php,wordpress_class-wp-object-cache.php,benign,benign,none,none,benign,none,WordPress对象缓存类,none,0.99,none,,这是 WordPress 核心的 WP_Object_Cache 类实现，用于对象缓存管理，无任何危险函数或恶意行为,,1848,6716,6597,119,1
data\samples\benign\wordpress_class-wp-oembed-controller.php,wordpress_class-wp-oembed-controller.php,benign,benign,none,none,benign,none,WordPress oEmbed控制器,none,0.95,none,,正常WordPress框架代码，实现oEmbed REST API路由注册和请求处理，无危险函数调用或恶意逻辑,,2277,3601,3377,224,1
data\samples\benign\wordpress_class-wp-oembed.php,wordpress_class-wp-oembed.php,benign,benign,none,none,benign,none,WordPress oEmbed 核心类,none,0.99,none,,代码为 WordPress 框架的 oEmbed 功能实现，包含 URL 解析、远程请求、XML/JSON 解析等正常逻辑，无危险函数调用或用户输入直接执行,,2602,12110,11859,251,1
