file_path,filename,category,true_label,true_malware_type,true_obfuscation,pred_label,pred_malware_type,pred_subtype,pred_obfuscation,pred_confidence,pred_risk_level,indicators,reason,parse_error,latency_ms,total_tokens,prompt_tokens,completion_tokens,correct
data\samples\benign\wordpress_admin-bar.php,wordpress_admin-bar.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_ai-client.php,wordpress_ai-client.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_atomlib.php,wordpress_atomlib.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_author-template.php,wordpress_author-template.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_block-bindings.php,wordpress_block-bindings.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_block-editor.php,wordpress_block-editor.php,benign,benign,none,none,malicious,webshell,,string_split,0.8,medium,字符串拼接还原函数名; 文件操作函数,"规则匹配触发 2 条规则, 字符串拼接还原函数名, 文件操作函数",,0,0,0,0,0
data\samples\benign\wordpress_block-patterns.php,wordpress_block-patterns.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_block-template.php,wordpress_block-template.php,benign,benign,none,none,benign,none,,none,0.1,none,文件操作函数,"检测到低风险特征 (1 个), 未达到恶意判定阈值",,0,0,0,0,1
data\samples\benign\wordpress_bookmark-template.php,wordpress_bookmark-template.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_bookmark.php,wordpress_bookmark.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_cache-compat.php,wordpress_cache-compat.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_cache.php,wordpress_cache.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_canonical.php,wordpress_canonical.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_capabilities.php,wordpress_capabilities.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_category.php,wordpress_category.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-IXR.php,wordpress_class-IXR.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-avif-info.php,wordpress_class-avif-info.php,benign,benign,none,none,malicious,webshell,,xor,1.0,high,XOR 异或运算; SQL注入: hex_injection,"规则匹配触发 2 条规则, XOR 异或运算, SQL注入: hex_injection",,0,0,0,0,0
data\samples\benign\wordpress_class-feed.php,wordpress_class-feed.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-http.php,wordpress_class-http.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-json.php,wordpress_class-json.php,benign,benign,none,none,malicious,webshell,,none,1.0,high,eval() + 用户输入; eval() + 用户输入; SQL注入: hex_injection; 文件操作函数,"规则匹配触发 4 条规则, eval() + 用户输入, eval() + 用户输入, SQL注入: hex_injection, 文件操作函数",,0,0,0,0,0
data\samples\benign\wordpress_class-oembed.php,wordpress_class-oembed.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-phpass.php,wordpress_class-phpass.php,benign,benign,none,none,malicious,sqli,,none,0.9,high,SQL注入: hex_injection,"规则匹配触发 1 条规则, SQL注入: hex_injection",,0,0,0,0,0
data\samples\benign\wordpress_class-phpmailer.php,wordpress_class-phpmailer.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-pop3.php,wordpress_class-pop3.php,benign,benign,none,none,malicious,backdoor,,string_split,1.0,high,字符串拼接还原函数名; 后门: fsockopen,"规则匹配触发 2 条规则, 字符串拼接还原函数名, 后门: fsockopen",,0,0,0,0,0
data\samples\benign\wordpress_class-requests.php,wordpress_class-requests.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-simplepie.php,wordpress_class-simplepie.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-smtp.php,wordpress_class-smtp.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-snoopy.php,wordpress_class-snoopy.php,benign,benign,none,none,malicious,backdoor,,none,1.0,high,exec(); exec(); eval(); eval(); SQL注入: hex_injection; 后门: fsockopen; 文件操作函数,"规则匹配触发 7 条规则, exec(), exec(), eval(), eval(), SQL注入: hex_injection",,0,0,0,0,0
data\samples\benign\wordpress_class-walker-category-dropdown.php,wordpress_class-walker-category-dropdown.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-walker-category.php,wordpress_class-walker-category.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-walker-comment.php,wordpress_class-walker-comment.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-walker-nav-menu.php,wordpress_class-walker-nav-menu.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-walker-page-dropdown.php,wordpress_class-walker-page-dropdown.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-walker-page.php,wordpress_class-walker-page.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-admin-bar.php,wordpress_class-wp-admin-bar.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-ajax-response.php,wordpress_class-wp-ajax-response.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-application-passwords.php,wordpress_class-wp-application-passwords.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-bindings-registry.php,wordpress_class-wp-block-bindings-registry.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-bindings-source.php,wordpress_class-wp-block-bindings-source.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-editor-context.php,wordpress_class-wp-block-editor-context.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-list.php,wordpress_class-wp-block-list.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-metadata-registry.php,wordpress_class-wp-block-metadata-registry.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-block-parser-block.php,wordpress_class-wp-block-parser-block.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-parser-frame.php,wordpress_class-wp-block-parser-frame.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-parser.php,wordpress_class-wp-block-parser.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-pattern-categories-registry.php,wordpress_class-wp-block-pattern-categories-registry.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-patterns-registry.php,wordpress_class-wp-block-patterns-registry.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-styles-registry.php,wordpress_class-wp-block-styles-registry.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-supports.php,wordpress_class-wp-block-supports.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-block-template.php,wordpress_class-wp-block-template.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-templates-registry.php,wordpress_class-wp-block-templates-registry.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-type-registry.php,wordpress_class-wp-block-type-registry.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block-type.php,wordpress_class-wp-block-type.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-block.php,wordpress_class-wp-block.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-classic-to-block-menu-converter.php,wordpress_class-wp-classic-to-block-menu-converter.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-comment-query.php,wordpress_class-wp-comment-query.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-comment.php,wordpress_class-wp-comment.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-connector-registry.php,wordpress_class-wp-connector-registry.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-customize-control.php,wordpress_class-wp-customize-control.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-customize-panel.php,wordpress_class-wp-customize-panel.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-customize-section.php,wordpress_class-wp-customize-section.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-customize-setting.php,wordpress_class-wp-customize-setting.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-date-query.php,wordpress_class-wp-date-query.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-dependencies.php,wordpress_class-wp-dependencies.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-dependency.php,wordpress_class-wp-dependency.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-duotone.php,wordpress_class-wp-duotone.php,benign,benign,none,none,malicious,webshell,,none,0.9,high,SQL注入: error_based,"规则匹配触发 1 条规则, SQL注入: error_based",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-embed.php,wordpress_class-wp-embed.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-error.php,wordpress_class-wp-error.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-exception.php,wordpress_class-wp-exception.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-fatal-error-handler.php,wordpress_class-wp-fatal-error-handler.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-feed-cache-transient.php,wordpress_class-wp-feed-cache-transient.php,benign,benign,none,none,benign,none,,none,0.1,none,文件操作函数,"检测到低风险特征 (1 个), 未达到恶意判定阈值",,0,0,0,0,1
data\samples\benign\wordpress_class-wp-feed-cache.php,wordpress_class-wp-feed-cache.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-filter-sentinel.php,wordpress_class-wp-filter-sentinel.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-hook.php,wordpress_class-wp-hook.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-http-cookie.php,wordpress_class-wp-http-cookie.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-http-curl.php,wordpress_class-wp-http-curl.php,benign,benign,none,none,benign,none,,none,0.1,none,文件操作函数,"检测到低风险特征 (1 个), 未达到恶意判定阈值",,0,0,0,0,1
data\samples\benign\wordpress_class-wp-http-encoding.php,wordpress_class-wp-http-encoding.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-http-ixr-client.php,wordpress_class-wp-http-ixr-client.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-http-proxy.php,wordpress_class-wp-http-proxy.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-http-requests-hooks.php,wordpress_class-wp-http-requests-hooks.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-http-requests-response.php,wordpress_class-wp-http-requests-response.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-http-response.php,wordpress_class-wp-http-response.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-http-streams.php,wordpress_class-wp-http-streams.php,benign,benign,none,none,malicious,backdoor,,none,1.0,high,SQL注入: error_based; 后门: stream_socket; 文件操作函数,"规则匹配触发 3 条规则, SQL注入: error_based, 后门: stream_socket, 文件操作函数",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-http.php,wordpress_class-wp-http.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-icon-collections-registry.php,wordpress_class-wp-icon-collections-registry.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-icons-registry.php,wordpress_class-wp-icons-registry.php,benign,benign,none,none,benign,none,,none,0.1,none,文件操作函数,"检测到低风险特征 (1 个), 未达到恶意判定阈值",,0,0,0,0,1
data\samples\benign\wordpress_class-wp-image-editor-gd.php,wordpress_class-wp-image-editor-gd.php,benign,benign,none,none,benign,none,,none,0.1,none,文件操作函数,"检测到低风险特征 (1 个), 未达到恶意判定阈值",,0,0,0,0,1
data\samples\benign\wordpress_class-wp-image-editor-imagick.php,wordpress_class-wp-image-editor-imagick.php,benign,benign,none,none,malicious,webshell,,xor,1.0,high,XOR 异或运算; SQL注入: hex_injection; 文件管理功能 (2 个),"规则匹配触发 4 条规则, XOR 异或运算, SQL注入: hex_injection, 文件管理功能 (2 个)",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-image-editor.php,wordpress_class-wp-image-editor.php,benign,benign,none,none,benign,none,,none,0.1,none,文件操作函数,"检测到低风险特征 (1 个), 未达到恶意判定阈值",,0,0,0,0,1
data\samples\benign\wordpress_class-wp-list-util.php,wordpress_class-wp-list-util.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-locale-switcher.php,wordpress_class-wp-locale-switcher.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-locale.php,wordpress_class-wp-locale.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-matchesmapregex.php,wordpress_class-wp-matchesmapregex.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-meta-query.php,wordpress_class-wp-meta-query.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-metadata-lazyloader.php,wordpress_class-wp-metadata-lazyloader.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-navigation-fallback.php,wordpress_class-wp-navigation-fallback.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-network-query.php,wordpress_class-wp-network-query.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-network.php,wordpress_class-wp-network.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-object-cache.php,wordpress_class-wp-object-cache.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-oembed-controller.php,wordpress_class-wp-oembed-controller.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-oembed.php,wordpress_class-wp-oembed.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-paused-extensions-storage.php,wordpress_class-wp-paused-extensions-storage.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-phpmailer.php,wordpress_class-wp-phpmailer.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-plugin-dependencies.php,wordpress_class-wp-plugin-dependencies.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-post-type.php,wordpress_class-wp-post-type.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-post.php,wordpress_class-wp-post.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-recovery-mode-cookie-service.php,wordpress_class-wp-recovery-mode-cookie-service.php,benign,benign,none,none,benign,none,,none,0.4,none,base64_decode,"检测到低风险特征 (1 个), 未达到恶意判定阈值",,0,0,0,0,1
data\samples\benign\wordpress_class-wp-recovery-mode-email-service.php,wordpress_class-wp-recovery-mode-email-service.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-recovery-mode-key-service.php,wordpress_class-wp-recovery-mode-key-service.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-recovery-mode-link-service.php,wordpress_class-wp-recovery-mode-link-service.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-recovery-mode.php,wordpress_class-wp-recovery-mode.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-role.php,wordpress_class-wp-role.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-roles.php,wordpress_class-wp-roles.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-script-modules.php,wordpress_class-wp-script-modules.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-scripts.php,wordpress_class-wp-scripts.php,benign,benign,none,none,malicious,webshell,,string_split,0.7,medium,字符串拼接还原函数名,"规则匹配触发 1 条规则, 字符串拼接还原函数名",,0,0,0,0,0
data\samples\benign\wordpress_class-wp-session-tokens.php,wordpress_class-wp-session-tokens.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-simplepie-file.php,wordpress_class-wp-simplepie-file.php,benign,benign,none,none,benign,none,,none,0.0,none,,未匹配到任何恶意特征规则,,0,0,0,0,1
data\samples\benign\wordpress_class-wp-simplepie-sanitize-kses.php,wordpress_class-wp-simplepie-sanitize-kses.php,benign,benign,none,none,benign,none,,none,0.4,none,base64_decode,"检测到低风险特征 (1 个), 未达到恶意判定阈值",,0,0,0,0,1
data\samples\webshell\johnTroony_php_webshells_Antichat_Shell.php,johnTroony_php_webshells_Antichat_Shell.php,webshell,malicious,webshell,none,malicious,webshell,,string_split,1.0,high,eval() + 用户输入; eval() + 用户输入; popen() + 用户输入; 字符串拼接还原函数名; SQL注入: hex_injection; 文件管理功能 (5 个),"规则匹配触发 10 条规则, eval() + 用户输入, eval() + 用户输入, popen() + 用户输入, 字符串拼接还原函数名, SQL注入: hex_injection",,0,0,0,0,1
data\samples\webshell\johnTroony_php_webshells_Ayyildiz_Tim.php,johnTroony_php_webshells_Ayyildiz_Tim.php,webshell,malicious,webshell,none,malicious,webshell,,none,1.0,high,exec(); system(); exec(); 文件操作函数,"规则匹配触发 4 条规则, exec(), system(), exec(), 文件操作函数",,0,0,0,0,1
data\samples\webshell\johnTroony_php_webshells_CrystalShell.php,johnTroony_php_webshells_CrystalShell.php,webshell,malicious,webshell,none,malicious,webshell,,string_split,1.0,high,shell_exec() + 用户输入; system() + 用户输入; exec() + 用户输入; passthru() + 用户输入; eval() + 用户输入; exec() + 用户输入; eval() + 用户输入; 字符串拼接还原函数名; SQL注入: hex_injection; 文件管理功能 (4 个),"规则匹配触发 13 条规则, shell_exec() + 用户输入, system() + 用户输入, exec() + 用户输入, passthru() + 用户输入, eval() + 用户输入",,0,0,0,0,1
data\samples\webshell\johnTroony_php_webshells_GFS_web-shell.php,johnTroony_php_webshells_GFS_web-shell.php,webshell,malicious,webshell,none,malicious,webshell,,none,1.0,high,shell_exec() + 用户输入; system() + 用户输入; exec() + 用户输入; passthru() + 用户输入; exec() + 用户输入; SQL注入: hex_injection,"规则匹配触发 6 条规则, shell_exec() + 用户输入, system() + 用户输入, exec() + 用户输入, passthru() + 用户输入, exec() + 用户输入",,0,0,0,0,1
data\samples\webshell\johnTroony_php_webshells_GRP_WebShell.php,johnTroony_php_webshells_GRP_WebShell.php,webshell,malicious,webshell,none,malicious,webshell,,string_split,1.0,high,system() + 用户输入; exec() + 用户输入; passthru() + 用户输入; eval() + 用户输入; exec() + 用户输入; eval() + 用户输入; 字符串拼接还原函数名; SQL注入: hex_injection; 文件管理功能 (4 个),"规则匹配触发 12 条规则, system() + 用户输入, exec() + 用户输入, passthru() + 用户输入, eval() + 用户输入, exec() + 用户输入",,0,0,0,0,1
data\samples\webshell\johnTroony_php_webshells_c99_madnet.php,johnTroony_php_webshells_c99_madnet.php,webshell,malicious,webshell,none,malicious,webshell,,base64,1.0,high,eval(); eval(); base64_decode + eval 组合; SQL注入: hex_injection,"规则匹配触发 4 条规则, eval(), eval(), base64_decode + eval 组合, SQL注入: hex_injection",,0,0,0,0,1
data\samples\webshell\johnTroony_php_webshells_configkillerionkros.php,johnTroony_php_webshells_configkillerionkros.php,webshell,malicious,webshell,none,malicious,webshell,,xor,0.9,high,XOR 异或运算; 文件管理功能 (2 个),"规则匹配触发 3 条规则, XOR 异或运算, 文件管理功能 (2 个)",,0,0,0,0,1
data\samples\webshell\johnTroony_php_webshells_cpanel.php,johnTroony_php_webshells_cpanel.php,webshell,malicious,webshell,none,malicious,webshell,,base64,1.0,high,eval() + 用户输入; eval() + 用户输入; base64_decode + eval 组合; 文件操作函数,"规则匹配触发 4 条规则, eval() + 用户输入, eval() + 用户输入, base64_decode + eval 组合, 文件操作函数",,0,0,0,0,1
