file_path,filename,category,true_label,true_malware_type,true_obfuscation,pred_label,pred_malware_type,pred_subtype,pred_obfuscation,pred_confidence,pred_risk_level,indicators,reason,parse_error,latency_ms,total_tokens,prompt_tokens,completion_tokens,correct
data\samples\benign\thinkphp_Redis.php,thinkphp_Redis.php,benign,benign,none,none,benign,none,none,none,0.96,low,unserialize; Redis::get,代码为 ThinkPHP 框架的 Redis 缓存驱动，属于正常业务框架代码。未发现 eval、system、exec 等命令执行函数，也没有 WebShell、SQL 注入或后门行为。虽然使用了 unserialize，但数据来自 Redis 缓存，正常由框架自身 serialize 写入，并非直接执行用户输入。,,15347,3804,2112,1692,1
data\samples\benign\thinkphp_Response.php,thinkphp_Response.php,benign,benign,none,none,benign,none,ThinkPHP框架正常Response响应处理类,none,0.98,none,无危险函数调用; 动态类名创建属于框架正常机制; echo输出响应内容但无代码执行风险,代码为ThinkPHP框架标准响应类，负责封装响应数据、状态码和响应头，未发现eval/system/exec等危险函数，无用户输入流向代码执行点，无混淆或后门特征。,,12703,4211,2839,1372,1
data\samples\benign\thinkphp_Route.php,thinkphp_Route.php,benign,benign,none,none,benign,none,正常 ThinkPHP 控制台命令：路由缓存生成器,none,0.97,none,file_put_contents; include; ReflectionFunction; var_export,代码为 ThinkPHP 框架中的 optimize:route 控制台命令，用于生成路由缓存文件。未发现 eval/system/exec 等高危函数，也没有用户输入进入危险函数的调用链。file_put_contents 写入的是框架内部生成的缓存内容，属于正常框架业务逻辑，不存在 webshell、后门或 SQL 注入等恶意行为，也未发现任何混淆技术。,,14318,2879,1328,1551,1
data\samples\benign\thinkphp_Schema.php,thinkphp_Schema.php,benign,benign,none,none,benign,none,正常框架命令行优化类，用于生成数据库 schema 缓存,none,0.99,none,file_put_contents; ReflectionClass; scandir; 命令行参数处理,代码是 ThinkPHP 框架的 optimize:schema 命令行类，通过反射和数据库操作生成 schema 缓存文件。用户输入仅来自命令行选项，且未流向任何可执行代码的函数（如 eval/system/exec），也没有文件管理、后门连接或 SQL 注入特征。虽然使用 file_put_contents 写文件，但写入路径固定为 RUNTIME_PATH/schema，内容由 var_export 生成，非任意代码写入，属于正常框架功能。,,10157,3036,1841,1195,1
data\samples\benign\thinkphp_Session.php,thinkphp_Session.php,benign,benign,none,none,benign,none,正常框架代码（ThinkPHP Session 类）,none,0.98,none,,代码为 ThinkPHP 框架的 Session 管理类，实现标准会话功能；未发现 eval/system/exec/base64_decode 等危险函数，无代码执行链；session_id 接收请求参数属于框架正常配置行为，不构成恶意威胁；无任何混淆技术。,,11003,4649,3409,1240,1
data\samples\benign\thinkphp_Sqlite.php,thinkphp_Sqlite.php,benign,benign,none,none,benign,none,正常框架缓存驱动,none,0.97,low,sqlite_query; unserialize; sqlite_escape_string,代码为 ThinkPHP 框架标准 SQLite 缓存驱动，无危险命令执行函数，用户输入经过 sqlite_escape_string 转义，未发现混淆或后门迹象，属于正常业务逻辑。,,20726,4644,2310,2334,1
data\samples\benign\thinkphp_Template.php,thinkphp_Template.php,benign,benign,none,none,benign,none,正常框架模板引擎,none,0.98,low,模板编译/缓存; preg_replace生成PHP代码; storage->read包含缓存文件,代码为 ThinkPHP 框架的 Template 模板引擎，负责模板解析、编译和缓存。编译后通过存储驱动包含执行是标准机制；未发现 eval/system/exec 等危险函数直接调用，无用户输入直达危险函数的数据流，无 base64/字符串拼接/xor/注释绕过等混淆手段。虽然模板引擎允许模板中调用任意函数，但属于框架正常功能，不构成恶意代码。,,15277,13230,11628,1602,1
data\samples\benign\thinkphp_Url.php,thinkphp_Url.php,benign,benign,none,none,benign,none,正常框架 URL 生成工具类,none,1.0,none,,代码为 ThinkPHP 框架的 Url 类，功能是生成 URL 地址。未发现 eval/system/exec 等危险函数，无 base64_decode、字符串拼接函数名、异或等混淆手段。用户输入仅参与字符串拼接和参数解析，无法执行任意代码或命令，属于正常的框架业务逻辑。,,7850,4694,3790,904,1
data\samples\benign\thinkphp_Validate.php,thinkphp_Validate.php,benign,benign,none,none,benign,none,正常ThinkPHP框架数据验证类,none,0.99,none,,代码为ThinkPHP框架核心库的Validate类，提供数据验证功能，不包含eval/system/exec等危险函数，也无任意代码执行、命令执行、文件操作或后门连接等恶意行为。call_user_func_array仅用于正常回调或闭包验证，用户输入作为数据参数而非控制参数，不存在可利用的恶意数据流。,,10674,12668,11496,1172,1
data\samples\benign\thinkphp_View.php,thinkphp_View.php,benign,benign,none,none,benign,none,none,none,0.99,none,,该代码是 ThinkPHP 框架的 View 视图类，功能为模板引擎管理、模板变量赋值和模板渲染输出。未发现 eval/system/exec 等危险函数，未发现外部输入直达危险函数的数据流，也未发现 base64、字符串拼接、异或等混淆手段。动态类实例化与动态方法调用属于框架正常调度机制，不构成恶意代码。,,11303,3663,2435,1228,1
data\samples\benign\thinkphp_Wincache.php,thinkphp_Wincache.php,benign,benign,none,none,benign,none,ThinkPHP Wincache 缓存驱动，正常框架代码,none,0.99,none,,代码为 ThinkPHP 框架的 Wincache 缓存驱动类，仅调用 wincache_ucache_* 系列缓存函数，未发现 eval、system、exec、assert 等危险函数，也不存在用户输入到达危险函数的路径。无混淆、无编码载荷、无后门行为。,,9470,2873,1753,1120,1
data\samples\benign\thinkphp_Xcache.php,thinkphp_Xcache.php,benign,benign,none,none,benign,none,框架正常缓存驱动类,none,1.0,none,,代码为 ThinkPHP 框架的 Xcache 缓存驱动实现，仅封装 XCache 扩展的缓存操作函数，无任何危险函数调用，无外部用户输入，无混淆技术，属于正常框架业务代码。,,5477,2472,1750,722,1
data\samples\benign\thinkphp_base.php,thinkphp_base.php,benign,benign,none,none,benign,none,正常框架引导文件,none,0.99,none,,该代码为 ThinkPHP 5.0 框架的标准入口基础文件，仅包含常量定义、路径初始化、类加载和环境变量配置，未发现任何危险函数调用、用户输入传播或混淆技术。,,6262,2143,1428,715,1
data\samples\benign\thinkphp_console.php,thinkphp_console.php,benign,benign,none,none,benign,none,ThinkPHP 框架正常引导文件,none,1.0,none,,代码为 ThinkPHP 框架的标准引导文件，仅包含 require 引入固定路径文件和框架初始化调用，无任何用户输入、危险函数或混淆迹象，属于正常业务代码。,,5294,1450,840,610,1
data\samples\benign\thinkphp_convention.php,thinkphp_convention.php,benign,benign,none,none,benign,none,无恶意子类型,none,0.99,none,,代码为ThinkPHP框架的标准配置文件，仅返回配置数组，无任何危险函数调用，无外部输入数据流，无混淆特征，属于正常业务代码。,,4927,3636,3074,562,1
data\samples\benign\thinkphp_helper.php,thinkphp_helper.php,benign,benign,none,none,benign,none,ThinkPHP框架标准助手函数文件,none,0.99,none,,代码为ThinkPHP官方助手函数库，未发现eval/system/exec等危险函数调用，无外部输入到达危险函数的数据流，无混淆技术，属于正常框架代码。,,7920,6184,5335,849,1
data\samples\benign\thinkphp_start.php,thinkphp_start.php,benign,benign,none,none,benign,none,正常ThinkPHP框架入口文件,none,0.99,none,,代码为ThinkPHP标准入口引导文件，仅包含固定路径的require和框架App::run()调用，无危险函数、无用户输入参与，无任何混淆迹象。,,4238,1298,841,457,1
data\samples\benign\thinkphp_zh-cn.php,thinkphp_zh-cn.php,benign,benign,none,none,benign,none,正常框架语言包文件（ThinkPHP 中文语言包）,none,1.0,none,,该文件为 ThinkPHP 框架的标准中文语言包，仅包含静态数组数据，无任何危险函数、用户输入处理或混淆技术，属于完全良性的正常框架代码。,,7465,3409,2624,785,1
data\samples\benign\wordpress_abilities-api.php,wordpress_abilities-api.php,benign,benign,none,none,benign,none,WordPress Abilities API 注册与管理框架的正常业务代码,none,0.99,none,,该代码是 WordPress 插件中正常的能力注册与管理 API 框架，遵循标准 WordPress 开发规范。代码中无 eval/system/exec/base64_decode 等危险函数；唯一的 call_user_func 调用均经过 is_callable() 严格校验，输入受控，无法形成代码执行链；无任何混淆手段；无文件管理、SQL 注入、反弹 Shell 或后门特征。,,18326,10554,8254,2300,1
data\samples\benign\wordpress_abilities.php,wordpress_abilities.php,benign,benign,none,none,benign,none,WordPress Abilities API 核心注册代码,none,0.98,none,wp_register_ability_category; wp_register_ability; permission_callback; 无危险函数调用,代码为 WordPress 6.9 Abilities API 的正常注册逻辑，只包含站点、用户、环境信息的只读回调，并带有权限校验；未发现 eval/system/exec/base64_decode 等危险函数，也没有外部输入到达危险操作，无混淆痕迹。,,20303,6234,4152,2082,1
data\samples\benign\wordpress_admin-bar.php,wordpress_admin-bar.php,benign,benign,none,none,benign,none,WordPress 核心管理工具栏功能实现,none,0.99,none,,代码为 WordPress 核心文件 admin-bar.php 的正常功能实现，包含管理工具栏相关的初始化、渲染、菜单添加等函数。未发现任何危险函数调用（eval/system/exec/base64_decode 等），无用户输入流向敏感操作，无混淆特征。所有操作均符合 WordPress 标准 API 和业务逻辑。,,10721,14945,13780,1165,1
data\samples\benign\wordpress_ai-client.php,wordpress_ai-client.php,benign,benign,none,none,benign,none,WordPress AI 客户端 API 正常业务代码,none,0.98,none,,代码为 WordPress AI 功能的正常封装，仅包含条件判断、过滤器调用和对象创建，未发现 eval/system/exec/base64_decode 等危险函数，也没有用户输入到达危险函数的路径，且不存在任何混淆技术。,,6398,1970,1225,745,1
data\samples\benign\wordpress_atomlib.php,wordpress_atomlib.php,benign,benign,none,none,benign,none,正常 Atom XML 解析库,none,0.98,none,未发现恶意函数或模式; 仅使用 xml_parser_create_ns / xml_parse 等安全解析函数,代码是标准 AtomLib Atom 订阅源解析库，仅使用 PHP XML 解析函数处理 php://input 输入，无 eval/system/exec 等危险函数，无动态代码执行、SQL 注入或后门连接行为，输入数据仅参与 XML 解析，不触发任何恶意操作。,,12028,5373,3973,1400,1
data\samples\benign\wordpress_author-template.php,wordpress_author-template.php,benign,benign,none,none,benign,none,WordPress 核心 author-template 主题函数库,none,1.0,none,none,代码为 WordPress 官方核心主题函数，用于展示作者信息、作者链接和作者列表。虽然包含数据库查询和 echo 输出，但 SQL 均为静态字符串，且无用户输入参与；不存在 eval/system/exec 等危险函数，无任何混淆或后门特征。,,15735,8452,6499,1953,1
data\samples\benign\wordpress_block-bindings.php,wordpress_block-bindings.php,benign,benign,none,none,benign,none,WordPress Block Bindings API 核心功能,none,1.0,none,register_block_bindings_source; get_block_bindings_source; 无恶意敏感函数,代码为 WordPress 核心框架的 Block Bindings API，仅注册和查询绑定源，无任何危险函数调用或用户输入处理，无混淆特征。,,6785,3360,2518,842,1
data\samples\benign\wordpress_block-editor.php,wordpress_block-editor.php,benign,benign,none,none,benign,none,WordPress 核心块编辑器（Gutenberg）正常功能代码,none,0.99,none,,该文件为 WordPress 核心库文件，所有函数均为正常业务逻辑；未发现 eval/system/exec 等危险执行函数；$_GET 仅用于整数比较；file_get_contents 和 wp_remote_get 均以受控方式读取样式资源；代码无任何混淆、后门、SQL注入或文件管理恶意行为。,,19631,11247,8955,2292,1
data\samples\benign\wordpress_block-patterns.php,wordpress_block-patterns.php,benign,benign,none,none,benign,none,无恶意子类型,none,0.99,none,,代码为 WordPress 核心 block-patterns 注册文件，功能合规；未发现 eval/system/exec 等危险函数，无用户输入到达危险操作，无任何混淆技术。,,8595,6000,5015,985,1
data\samples\benign\wordpress_block-template.php,wordpress_block-template.php,benign,benign,none,none,benign,none,WordPress 核心块模板加载器代码,none,0.99,none,$_GET['_wp-find-template'] 仅用于条件判断; file_get_contents 读取受控主题模板; 无 eval/system/exec 等恶意函数,代码为 WordPress 核心文件 template-loader.php 的块模板加载逻辑。虽然使用了 $_GET 和 file_get_contents 等敏感操作，但 $_GET 仅用于布尔判断，file_get_contents 读取的是主题内部模板文件，输入受控。未发现 eval/system/exec 等危险函数调用，无 SQL 注入、后门连接或代码混淆特征。,,8833,6568,5515,1053,1
data\samples\benign\wordpress_bookmark-template.php,wordpress_bookmark-template.php,benign,benign,none,none,benign,none,正常 WordPress 书签模板函数,none,0.99,none,wp_list_bookmarks; _walk_bookmarks; get_bookmarks; esc_url; esc_attr,代码为 WordPress 核心书签模板函数，包含正常的数据查询、HTML 生成和输出逻辑。用户可控参数均经 wp_parse_args、esc_url、esc_attr、sanitize_bookmark_field 等安全处理，未发现 eval/system/exec 等危险函数，无混淆特征，无代码执行、命令注入或后门行为。,,9669,5460,4393,1067,1
data\samples\benign\wordpress_bookmark.php,wordpress_bookmark.php,benign,benign,none,none,benign,none,正常WordPress书签管理模块,none,0.98,none,,代码为WordPress核心文件wp-includes/bookmark.php，包含标准书签查询、缓存和字段过滤逻辑。所有用户输入均经过白名单校验、整数强制转换或参数化查询（prepare/esc_like），未发现eval/system/exec等危险函数，无代码混淆或后门特征。,,10826,6548,5367,1181,1
data\samples\benign\wordpress_cache-compat.php,wordpress_cache-compat.php,benign,benign,none,none,benign,none,WordPress 对象缓存兼容函数,none,0.99,none,,代码为 WordPress 核心中的对象缓存兼容函数，仅调用标准缓存 API（wp_cache_get/set/delete/flush 等），不包含任何危险函数、用户输入处理或混淆技术，属于正常框架代码。,,13390,5458,3839,1619,1
data\samples\benign\wordpress_cache.php,wordpress_cache.php,benign,benign,none,none,benign,none,WordPress 核心 Object Cache API 正常封装代码,none,1.0,none,,代码为 WordPress 官方缓存 API 封装函数，无任何恶意函数调用、无用户输入流向危险函数、无混淆或后门特征，属于正常业务逻辑代码。,,12469,5511,4178,1333,1
data\samples\benign\wordpress_canonical.php,wordpress_canonical.php,benign,benign,none,none,benign,none,WordPress 核心重定向与 URL 规范化模块（canonical.php）,none,0.99,none,call_user_func 调用硬编码白名单函数; $wpdb->prepare 参数化 SQL 查询; wp_redirect 标准重定向; parse_url/preg_replace URL 规范化处理,该代码是 WordPress 核心文件 wp-includes/canonical.php，包含 redirect_canonical、redirect_guess_404_permalink 等标准重定向函数。虽涉及 $_GET/$_SERVER 用户输入，但仅用于 URL 解析与参数化 SQL 查询，输入通过 $wpdb->prepare() 和 esc_sql() 严格过滤，无法到达任何代码执行函数；无 eval/system/exec/base64_decode 等危险调用，无混淆手法，无文件操作或持久化后门特征。call_user_func 的调用参数为硬编码白名单函数名，属于正常 CMS 业务逻辑。,,17146,14105,11886,2219,1
data\samples\benign\wordpress_capabilities.php,wordpress_capabilities.php,benign,benign,none,none,benign,none,WordPress核心用户角色与权限能力检查API,none,1.0,none,,代码为WordPress核心文件wp-includes/capabilities.php的正常函数实现，包含权限映射、用户能力检查、角色管理等业务逻辑；无任何危险函数调用、用户输入传递到敏感操作，也不存在混淆技术。,,9554,14986,13879,1107,1
data\samples\benign\wordpress_category.php,wordpress_category.php,benign,benign,none,none,benign,none,WordPress 分类 API 正常业务逻辑,none,0.99,none,,代码为 WordPress 官方 category.php 文件，仅定义分类/标签相关的正常函数，无 eval/system/exec 等危险函数，无用户输入直达执行点，无混淆或后门特征。,,9059,5300,4165,1135,1
data\samples\benign\wordpress_class-IXR.php,wordpress_class-IXR.php,benign,benign,none,none,benign,none,WordPress IXR 库正常加载文件,none,1.0,none,,该文件是 WordPress 核心 IXR 库的加载入口，仅包含固定路径的 require_once 调用和 ABSPATH 检查。无任何危险函数、用户输入或混淆技术，属于正常框架代码。,,9480,2652,1463,1189,1
data\samples\benign\wordpress_class-avif-info.php,wordpress_class-avif-info.php,benign,benign,none,none,benign,none,AVIF 文件元数据解析库,none,0.99,none,,代码实现了一个标准的 AVIF 二进制解析器，用于读取图片的宽度、高度、位深度和通道数。全篇未发现 eval/system/exec 等危险函数，也未使用 $_GET/$_POST 等用户输入。代码结构清晰，无任何混淆或恶意行为，属于良性业务代码。,,12897,10591,9088,1503,1
data\samples\benign\wordpress_class-feed.php,wordpress_class-feed.php,benign,benign,none,none,benign,none,WordPress 废弃 Feed API 加载文件,none,1.0,none,,代码仅为 WordPress 核心废弃文件，包含文件加载和废弃提示，无危险函数、无用户输入、无混淆，属于正常框架逻辑。,,4786,1430,887,543,1
data\samples\benign\wordpress_class-http.php,wordpress_class-http.php,benign,benign,none,none,benign,none,WordPress 弃用文件加载器,none,0.99,none,,代码为 WordPress 核心文件弃用占位符，仅调用 _deprecated_file 并 require_once 加载固定的核心类文件，无用户输入、无危险函数、无混淆模式，属于正常框架代码。,,6403,1551,820,731,1
data\samples\benign\wordpress_class-json.php,wordpress_class-json.php,benign,benign,none,none,benign,none,JSON 编解码兼容库（WordPress Services_JSON）,none,0.99,none,,代码为 WordPress 早期内置的 Services_JSON 兼容库，实现 JSON 编解码功能；未发现 eval/system/exec 等危险函数实际调用，用户输入未流向任何命令执行或代码执行点，也没有 base64、字符串拼接、异或等混淆特征。注释中的 eval 和 php://input 仅属于文档说明，不构成执行行为。,,18140,12926,10988,1938,1
data\samples\benign\wordpress_class-oembed.php,wordpress_class-oembed.php,benign,benign,none,none,benign,none,WordPress 弃用文件加载逻辑,none,1.0,none,,代码为 WordPress 框架中标准的弃用文件加载流程，仅包含 _deprecated_file() 和固定路径的 require_once，无用户输入、无危险函数、无混淆，属于正常业务代码。,,5207,1365,830,535,1
data\samples\benign\wordpress_class-phpass.php,wordpress_class-phpass.php,benign,benign,none,none,benign,none,正常密码哈希框架（phpass）,none,0.99,none,md5; crypt; fopen('/dev/urandom'),代码为 phpass 密码哈希框架的标准实现，用于生成和校验密码哈希。虽然使用了 md5、crypt、fopen('/dev/urandom') 等函数，但均用于正常的随机盐生成和密码哈希运算，无外部输入到达危险函数，无命令执行、后门、SQL 注入或混淆特征。,,13785,4508,3001,1507,1
data\samples\benign\wordpress_class-phpmailer.php,wordpress_class-phpmailer.php,benign,benign,none,none,benign,none,WordPress PHPMailer 兼容加载文件,none,0.99,none,,代码仅为 WordPress 中 PHPMailer 的兼容加载文件，包含文件引入、废弃提示和类名别名映射。未发现危险函数、用户输入路径或混淆手段，属于正常框架业务逻辑。,,5043,1550,935,615,1
data\samples\benign\wordpress_class-pop3.php,wordpress_class-pop3.php,benign,benign,none,none,benign,none,正常 POP3 客户端类库,none,0.99,none,fsockopen; fwrite; fgets; set_time_limit; 无恶意触发模式,代码是 SquirrelMail mail_fetch 插件中的 POP3 客户端类，使用 fsockopen/fwrite/fgets 实现正常的 POP3 协议通信，未发现 eval/system/exec 等危险执行函数，也没有用户输入到命令执行的数据流，且无任何混淆特征。,,17729,8105,6174,1931,1
data\samples\benign\wordpress_class-requests.php,wordpress_class-requests.php,benign,benign,none,none,benign,none,WordPress Requests 库兼容层文件,none,1.0,none,,该文件是 WordPress Requests 库的官方兼容层代码，仅包含弃用通知触发、静态文件引入和类定义，无危险函数调用、无用户输入、无混淆，属于正常框架代码。,,6638,2177,1378,799,1
data\samples\benign\wordpress_class-simplepie.php,wordpress_class-simplepie.php,benign,benign,none,none,benign,none,WordPress SimplePie 加载兼容代码,none,0.99,none,,代码为 WordPress 核心库 SimplePie 的加载与弃用声明，使用常量路径进行文件包含，无用户输入，未调用任何危险函数，无混淆特征，属正常业务逻辑。,,11217,2289,862,1427,1
data\samples\benign\wordpress_class-smtp.php,wordpress_class-smtp.php,benign,benign,none,none,benign,none,WordPress 兼容层文件，用于加载新命名空间下的 SMTP 类并注册类别名,none,0.99,none,,代码仅包含固定的文件加载和类别名注册操作，无外部输入、无危险函数调用、无混淆痕迹，属于 WordPress 框架的正常兼容性代码。,,5695,1518,863,655,1
data\samples\benign\wordpress_class-snoopy.php,wordpress_class-snoopy.php,benign,benign,none,none,benign,none,HTTP客户端库（Snoopy 1.2.4）,none,0.98,none,exec; fsockopen; base64_encode,该代码是知名的 Snoopy PHP HTTP 客户端库完整实现。虽然包含 exec()、fsockopen() 等敏感函数，但 exec() 的每个参数均经过 escapeshellarg() 转义，且 curl 路径由类属性控制，用户输入无法注入命令；fsockopen() 仅用于客户端连接，无反向连接或后门行为；不存在任何混淆技术。整体属于正常的业务功能库。,,11051,13487,12227,1260,1
data\samples\benign\wordpress_class-walker-category-dropdown.php,wordpress_class-walker-category-dropdown.php,benign,benign,none,none,benign,none,WordPress 官方 Walker_CategoryDropdown 类，正常的分类下拉列表渲染逻辑,none,1.0,none,,代码为 WordPress 核心库的标准类实现，用于生成分类下拉选项；未包含 eval/system/exec/base64_decode 等危险函数，无用户输入直通危险操作，无混淆或后门特征。,,5960,2133,1454,679,1
data\samples\benign\wordpress_class-walker-category.php,wordpress_class-walker-category.php,benign,benign,none,none,benign,none,WordPress 核心分类 Walker 类,none,0.97,none,,代码为 WordPress 核心文件 class-walker-category.php 中的 Walker_Category 类，仅用于生成分类列表 HTML。未发现 eval/system/exec 等危险函数，无外部输入直通敏感操作，无混淆手段，属于正常的框架业务逻辑。,,9105,4371,3271,1100,1
data\samples\benign\wordpress_class-walker-comment.php,wordpress_class-walker-comment.php,benign,benign,none,none,benign,none,正常 WordPress 核心评论遍历类 Walker_Comment,none,0.99,none,,代码为 WordPress 官方核心类 Walker_Comment，用于递归输出评论列表，不包含 eval/system/exec 等危险函数，不存在 base64、字符串拼接、异或等混淆手段。虽然使用了 call_user_func，但其作用域为 WordPress 评论回调机制，属于合法业务逻辑，且无外部输入直接到达危险函数。,,12277,6487,5123,1364,1
data\samples\benign\wordpress_class-walker-nav-menu.php,wordpress_class-walker-nav-menu.php,benign,benign,none,none,benign,none,WordPress 核心导航菜单类,none,1.0,none,,该代码为 WordPress 核心文件 wp-includes/class-walker-nav-menu.php 的完整实现，用于生成导航菜单 HTML。未发现 eval/system/exec 等危险函数，也没有用户输入到达敏感操作。所有输出均经过 esc_url/esc_attr 安全转义，无任何代码混淆或后门特征。,,9338,5572,4451,1121,1
data\samples\benign\wordpress_class-walker-page-dropdown.php,wordpress_class-walker-page-dropdown.php,benign,benign,none,none,benign,none,WordPress 核心 Walker 类，用于页面下拉列表生成,none,1.0,none,,代码为 WordPress 核心类 Walker_PageDropdown 的标准实现，仅包含正常的业务逻辑和输出转义，未发现任何危险函数调用、用户输入传入危险函数或混淆技术。,,7249,2387,1522,865,1
data\samples\benign\wordpress_class-walker-page.php,wordpress_class-walker-page.php,benign,benign,none,none,benign,none,WordPress核心类Walker_Page的正常实现,none,0.99,none,,代码为WordPress框架的Walker_Page类，用于生成页面列表HTML，包含正常的过滤器调用和输出转义，无eval/system/exec等危险函数，无外部输入流入危险操作，无混淆或后门特征。,,7343,3983,3133,850,1
data\samples\benign\wordpress_class-wp-admin-bar.php,wordpress_class-wp-admin-bar.php,benign,benign,none,none,benign,none,WordPress 核心类 WP_Admin_Bar，正常后台工具栏管理代码,none,0.99,none,,代码为 WordPress 官方核心文件 class-wp-admin-bar.php，实现后台工具栏功能。未发现任何危险函数（eval/system/exec/base64_decode 等），无用户输入到达敏感操作，输出均经过转义处理，无混淆迹象，属于正常业务逻辑。,,6955,7372,6539,833,1
data\samples\benign\wordpress_class-wp-ajax-response.php,wordpress_class-wp-ajax-response.php,benign,benign,none,none,benign,none,WordPress Ajax response handling class,none,0.99,low,$_POST['action'] unescaped output; no dangerous functions,代码为 WordPress 核心类 WP_Ajax_Response，功能是生成并发送 XML 格式的 Ajax 响应。未发现 eval/system/exec/base64_decode 等危险函数，用户输入 $_POST['action'] 仅被拼接到输出字符串中，未到达任何代码执行点，也无混淆和后门特征。,,17914,4366,2332,2034,1
data\samples\benign\wordpress_class-wp-application-passwords.php,wordpress_class-wp-application-passwords.php,benign,benign,none,none,benign,none,WordPress核心类 - 应用程序密码管理,none,1.0,none,,代码为WordPress官方核心类文件，功能是管理应用程序密码。所有输入均通过sanitize_text_field等安全函数过滤，仅调用WordPress标准API（如update_user_meta、wp_generate_password），未发现任何危险函数调用、恶意数据流或混淆手段。,,13173,6910,5397,1513,1
data\samples\benign\wordpress_class-wp-block-bindings-registry.php,wordpress_class-wp-block-bindings-registry.php,benign,benign,none,none,benign,none,WordPress 核心类：块绑定源注册表管理器,none,0.99,none,,代码为 WordPress 核心库中 WP_Block_Bindings_Registry 类的标准实现，仅提供绑定源的注册、注销、查询等管理功能。未发现 eval/system/exec 等危险函数，无外部用户输入流向敏感操作，无任何混淆手段，属于正常框架代码。,,8613,4034,2992,1042,1
data\samples\benign\wordpress_class-wp-block-bindings-source.php,wordpress_class-wp-block-bindings-source.php,benign,benign,none,none,benign,none,WordPress 核心类，存在因属性注入导致的潜在安全风险但非恶意,none,0.95,low,call_user_func_array; 构造函数属性直接赋值,代码为 WordPress 核心 Block Bindings 类，正常业务逻辑；虽调用 call_user_func_array 并存在属性赋值灵活性，但无用户输入直接路径，且无任何混淆或恶意行为,,15167,3142,1567,1575,1
data\samples\benign\wordpress_class-wp-block-editor-context.php,wordpress_class-wp-block-editor-context.php,benign,benign,none,none,benign,none,正常 WordPress 核心类定义,none,1.0,none,,代码为 WordPress 核心文件中的 WP_Block_Editor_Context 类，仅包含属性定义和构造函数赋值，无任何危险函数调用、用户输入处理或混淆技术，属于正常框架代码。,,8721,2146,1118,1028,1
data\samples\benign\wordpress_class-wp-block-list.php,wordpress_class-wp-block-list.php,benign,benign,none,none,benign,none,WordPress核心类WP_Block_List的正常框架代码,none,1.0,none,,代码是WordPress核心类WP_Block_List，实现迭代器、数组访问和计数接口，无任何危险函数、用户输入处理或混淆技术，属于正常业务逻辑。,,6581,2924,2109,815,1
data\samples\benign\wordpress_class-wp-block-metadata-registry.php,wordpress_class-wp-block-metadata-registry.php,benign,benign,none,none,benign,none,none,none,0.95,none,require $collection['manifest'] 用于加载本地清单文件，但输入受控; 仅存在路径匹配、元数据读取等正常业务逻辑; 未发现用户输入到危险函数的调用链,代码为 WordPress 核心类 WP_Block_Metadata_Registry，用于注册和读取区块元数据集合。虽然使用了 require 加载清单文件，但该路径由开发者通过 register_collection() 传入，不来源于 HTTP 用户输入；未发现 eval/system/exec/base64_decode 等危险执行链，也没有 SQL 注入、文件上传、命令执行、反弹 Shell 或混淆特征。属于正常框架代码。,,15432,5506,3840,1666,1
data\samples\benign\wordpress_class-wp-block-parser-block.php,wordpress_class-wp-block-parser-block.php,benign,benign,none,none,benign,none,正常 WordPress 框架类定义,none,0.99,none,,代码为 WordPress 官方块解析器类 WP_Block_Parser_Block，仅包含属性声明和构造函数赋值，无任何危险函数调用、用户输入处理、混淆技术或恶意行为。,,6573,2248,1441,807,1
data\samples\benign\wordpress_class-wp-block-parser-frame.php,wordpress_class-wp-block-parser-frame.php,benign,benign,none,none,benign,none,WordPress Block Parser 框架核心类（数据容器）,none,1.0,none,,代码为 WordPress 官方块解析器的一部分，仅定义数据类和构造函数，无任何危险函数、用户输入处理、动态执行或混淆技术，属于正常框架业务代码。,,8072,2160,1235,925,1
data\samples\benign\wordpress_class-wp-block-parser.php,wordpress_class-wp-block-parser.php,benign,benign,none,none,benign,none,WordPress 核心块解析器代码,none,0.99,none,无 eval/system/exec/base64_decode 等危险函数; 无代码执行或命令执行路径; 无混淆特征; require_once 仅加载固定 WordPress 核心类文件,代码为 WordPress 官方核心类 WP_Block_Parser，用于解析 Gutenberg 块标记。仅涉及正则解析、JSON 解析和数组操作，未发现 eval、system、exec、base64_decode 等危险函数；用户输入仅作为文本解析，不触达任何代码执行或命令执行接口；无混淆特征。,,18931,6089,4083,2006,1
data\samples\benign\wordpress_class-wp-block-pattern-categories-registry.php,wordpress_class-wp-block-pattern-categories-registry.php,benign,benign,none,none,benign,none,none,none,0.99,none,,代码为WordPress核心类，用于管理区块模式分类注册表，仅包含常规数组操作和单例模式，无任何危险函数、用户输入执行或混淆特征。,,9504,2960,1873,1087,1
data\samples\benign\wordpress_class-wp-block-patterns-registry.php,wordpress_class-wp-block-patterns-registry.php,benign,benign,none,none,benign,none,WordPress 核心类：块模式注册管理,none,0.99,none,include; realpath; ob_start,代码为 WordPress 核心 WP_Block_Patterns_Registry 类，功能是注册和管理块模式。虽然使用 include 加载文件，但文件路径来自内部注册属性，且经过 realpath、扩展名和可读性校验，外部用户输入无法直接影响。未发现 eval/system/exec 等危险函数，无混淆、无后门、无 SQL 注入。,,7917,4222,3332,890,1
